Date,Region,Confirmed,Recovered,Deceased
07-12-2020,Arunachal Pradesh,16395.0,15605.0,55.0
07-12-2020,Assam,213759.0,209214.0,993.0
07-12-2020,Bihar,238106.0,231248.0,1295.0
07-12-2020,Chandigarh,18027.0,16814.0,291.0
07-12-2020,Chhattisgarh,246809.0,223772.0,2989.0
07-12-2020,Dadra and Nagar Haveli and Daman and Diu,3342.0,3326.0,2.0
07-12-2020,Delhi,592250.0,557914.0,9643.0
07-12-2020,Goa,48686.0,46624.0,698.0
07-12-2020,Gujarat,218788.0,200012.0,4081.0
07-12-2020,Haryana,243896.0,228411.0,2588.0
07-12-2020,Himachal Pradesh,44958.0,35957.0,732.0
07-12-2020,Jammu and Kashmir,113288.0,106372.0,1746.0
07-12-2020,Jharkhand,110278.0,107496.0,986.0
07-12-2020,Karnataka,893006.0,855750.0,11856.0
07-12-2020,Kerala,636392.0,572911.0,2418.0
07-12-2020,Ladakh,8893.0,7917.0,120.0
07-12-2020,Madhya Pradesh,214505.0,197777.0,3337.0
07-12-2020,Maharashtra,1852266.0,1723370.0,47734.0
07-12-2020,Manipur,26073.0,22848.0,306.0
07-12-2020,Meghalaya,12237.0,11453.0,120.0
07-12-2020,Mizoram,3936.0,3728.0,6.0
07-12-2020,Nagaland,11379.0,10766.0,66.0
07-12-2020,Odisha,321196.0,315840.0,1771.0
07-12-2020,Puducherry,37224.0,36238.0,614.0
07-12-2020,Punjab,156226.0,143414.0,4916.0
07-12-2020,Rajasthan,280585.0,255729.0,2429.0
07-12-2020,Sikkim,5197.0,4695.0,115.0
07-12-2020,Tamil Nadu,790240.0,767759.0,11793.0
07-12-2020,Telangana,273858.0,264606.0,1474.0
07-12-2020,Tripura,32897.0,32110.0,373.0
07-12-2020,Uttarakhand,77997.0,71489.0,1285.0
07-12-2020,Uttar Pradesh,554944.0,524860.0,7924.0
07-12-2020,West Bengal,502840.0,470223.0,8723.0
07-12-2020,National Total,9677203.0,9139901.0,140573.0
08-12-2020,Andaman and Nicobar Islands,4773.0,4631.0,61.0
08-12-2020,Andhra Pradesh,872288.0,859624.0,7038.0
08-12-2020,Arunachal Pradesh,16415.0,15653.0,55.0
08-12-2020,Assam,213925.0,209345.0,995.0
08-12-2020,Bihar,238648.0,231884.0,1297.0
08-12-2020,Chandigarh,18113.0,16899.0,293.0
08-12-2020,Chhattisgarh,248232.0,225633.0,3010.0
08-12-2020,Dadra and Nagar Haveli and Daman and Diu,3346.0,3328.0,2.0
08-12-2020,Delhi,593924.0,561732.0,9706.0
08-12-2020,Goa,48776.0,46778.0,701.0
08-12-2020,Gujarat,220168.0,201580.0,4095.0
08-12-2020,Haryana,245288.0,230551.0,2611.0
08-12-2020,Himachal Pradesh,45697.0,37063.0,739.0
08-12-2020,Jammu and Kashmir,113568.0,106758.0,1755.0
08-12-2020,Jharkhand,110457.0,107710.0,988.0
08-12-2020,Karnataka,894004.0,857351.0,11867.0
08-12-2020,Kerala,639664.0,577616.0,2441.0
08-12-2020,Ladakh,8896.0,8014.0,121.0
08-12-2020,Madhya Pradesh,215957.0,199167.0,3347.0
08-12-2020,Maharashtra,1855341.0,1730715.0,47774.0
08-12-2020,Manipur,26225.0,22997.0,309.0
08-12-2020,Meghalaya,12314.0,11573.0,120.0
08-12-2020,Mizoram,3968.0,3757.0,6.0
08-12-2020,Nagaland,11418.0,10773.0,66.0
08-12-2020,Odisha,321564.0,316447.0,1778.0
08-12-2020,Puducherry,37270.0,36263.0,615.0
08-12-2020,Punjab,156839.0,144301.0,4934.0
08-12-2020,Rajasthan,282512.0,258393.0,2448.0
08-12-2020,Sikkim,5203.0,4715.0,117.0
08-12-2020,Tamil Nadu,791552.0,769048.0,11809.0
08-12-2020,Telangana,274540.0,265367.0,1477.0
08-12-2020,Tripura,32925.0,32125.0,373.0
08-12-2020,Uttarakhand,78509.0,71980.0,1295.0
08-12-2020,Uttar Pradesh,556397.0,526721.0,7944.0
08-12-2020,West Bengal,505054.0,472454.0,8771.0
08-12-2020,National Total,9703770.0,9178946.0,140958.0
09-12-2020,Andaman and Nicobar Islands,4778.0,4647.0,61.0
09-12-2020,Andhra Pradesh,872839.0,860368.0,7042.0
09-12-2020,Arunachal Pradesh,16437.0,15690.0,55.0
09-12-2020,Assam,214019.0,209447.0,997.0
09-12-2020,Bihar,239322.0,232563.0,1300.0
09-12-2020,Chandigarh,18239.0,16981.0,296.0
09-12-2020,Chhattisgarh,249699.0,227158.0,3025.0
09-12-2020,Dadra and Nagar Haveli and Daman and Diu,3351.0,3330.0,2.0
09-12-2020,Delhi,597112.0,565039.0,9763.0
09-12-2020,Goa,48935.0,46924.0,701.0
09-12-2020,Gujarat,221493.0,203111.0,4110.0
09-12-2020,Haryana,246679.0,232108.0,2624.0
09-12-2020,Himachal Pradesh,46201.0,37871.0,753.0
09-12-2020,Jammu and Kashmir,114038.0,107282.0,1761.0
09-12-2020,Jharkhand,110639.0,107898.0,988.0
09-12-2020,Karnataka,895284.0,858370.0,11880.0
09-12-2020,Kerala,644696.0,582351.0,2472.0
09-12-2020,Ladakh,8969.0,8056.0,122.0
09-12-2020,Madhya Pradesh,217302.0,200664.0,3358.0
09-12-2020,Maharashtra,1859367.0,1737080.0,47827.0
09-12-2020,Manipur,26396.0,23166.0,311.0
09-12-2020,Meghalaya,12410.0,11686.0,122.0
09-12-2020,Mizoram,3977.0,3772.0,6.0
09-12-2020,Nagaland,11479.0,10781.0,67.0
09-12-2020,Odisha,321913.0,316970.0,1784.0
09-12-2020,Puducherry,37311.0,36308.0,615.0
09-12-2020,Punjab,157331.0,145093.0,4964.0
09-12-2020,Rajasthan,284116.0,260773.0,2468.0
09-12-2020,Sikkim,5215.0,4735.0,117.0
09-12-2020,Tamil Nadu,792788.0,770378.0,11822.0
09-12-2020,Telangana,275261.0,266120.0,1480.0
09-12-2020,Tripura,32945.0,32169.0,373.0
09-12-2020,Uttarakhand,79141.0,72435.0,1307.0
09-12-2020,Uttar Pradesh,558173.0,528832.0,7967.0
09-12-2020,West Bengal,507995.0,475425.0,8820.0
09-12-2020,National Total,9735850.0,9215581.0,141360.0
10-12-2020,Andaman and Nicobar Islands,4783.0,4647.0,61.0
10-12-2020,Andhra Pradesh,873457.0,861153.0,7045.0
10-12-2020,Arunachal Pradesh,16461.0,15697.0,55.0
10-12-2020,Assam,214165.0,209625.0,998.0
10-12-2020,Bihar,239955.0,233298.0,1303.0
10-12-2020,Chandigarh,18322.0,17128.0,297.0
10-12-2020,Chhattisgarh,251120.0,228304.0,3038.0
10-12-2020,Dadra and Nagar Haveli and Daman and Diu,3354.0,3331.0,2.0
10-12-2020,Delhi,599575.0,569216.0,9813.0
10-12-2020,Goa,49036.0,47056.0,703.0
10-12-2020,Gujarat,222811.0,204661.0,4123.0
10-12-2020,Haryana,248079.0,233696.0,2650.0
10-12-2020,Himachal Pradesh,46930.0,38690.0,765.0
10-12-2020,Jammu and Kashmir,114407.0,107624.0,1767.0
10-12-2020,Jharkhand,110830.0,108100.0,991.0
10-12-2020,Karnataka,896563.0,861588.0,11900.0
10-12-2020,Kerala,649571.0,586998.0,2507.0
10-12-2020,Ladakh,9045.0,8104.0,122.0
10-12-2020,Madhya Pradesh,218574.0,201987.0,3366.0
10-12-2020,Maharashtra,1864348.0,1742131.0,47902.0
10-12-2020,Manipur,26534.0,23301.0,318.0
10-12-2020,Meghalaya,12511.0,11855.0,122.0
10-12-2020,Mizoram,3994.0,3784.0,6.0
10-12-2020,Nagaland,11508.0,10849.0,67.0
10-12-2020,Odisha,322299.0,317412.0,1789.0
10-12-2020,Puducherry,37339.0,36354.0,615.0
10-12-2020,Punjab,157928.0,145623.0,4980.0
10-12-2020,Rajasthan,285627.0,263350.0,2485.0
10-12-2020,Sikkim,5239.0,4754.0,117.0
10-12-2020,Tamil Nadu,794020.0,771693.0,11836.0
10-12-2020,Telangana,275904.0,266925.0,1482.0
10-12-2020,Tripura,32976.0,32204.0,373.0
10-12-2020,Uttarakhand,79656.0,72880.0,1320.0
10-12-2020,Uttar Pradesh,559499.0,530854.0,7987.0
10-12-2020,West Bengal,510951.0,478434.0,8867.0
10-12-2020,National Total,9767371.0,9253306.0,141772.0
11-12-2020,Andaman and Nicobar Islands,4791.0,4652.0,61.0
11-12-2020,Andhra Pradesh,873995.0,861711.0,7047.0
11-12-2020,Arunachal Pradesh,16479.0,15739.0,55.0
11-12-2020,Assam,214305.0,209790.0,999.0
11-12-2020,Bihar,240572.0,233766.0,1307.0
11-12-2020,Chandigarh,18410.0,17231.0,298.0
11-12-2020,Chhattisgarh,252638.0,230238.0,3054.0
11-12-2020,Dadra and Nagar Haveli and Daman and Diu,3354.0,3332.0,2.0
11-12-2020,Delhi,601150.0,572523.0,9874.0
11-12-2020,Goa,49131.0,47215.0,703.0
11-12-2020,Gujarat,224081.0,206126.0,4135.0
11-12-2020,Haryana,249329.0,235197.0,2676.0
11-12-2020,Himachal Pradesh,47703.0,39065.0,773.0
11-12-2020,Jammu and Kashmir,114773.0,108150.0,1775.0
11-12-2020,Jharkhand,111003.0,108320.0,993.0
11-12-2020,Karnataka,897801.0,866664.0,11912.0
11-12-2020,Kerala,654041.0,591845.0,2533.0
11-12-2020,Ladakh,9071.0,8175.0,122.0
11-12-2020,Madhya Pradesh,219893.0,203294.0,3373.0
11-12-2020,Maharashtra,1868172.0,1747199.0,47972.0
11-12-2020,Manipur,26685.0,23397.0,318.0
11-12-2020,Meghalaya,12586.0,11883.0,123.0
11-12-2020,Mizoram,4008.0,3800.0,6.0
11-12-2020,Nagaland,11602.0,10868.0,68.0
11-12-2020,Odisha,322642.0,317870.0,1794.0
11-12-2020,Puducherry,37363.0,36372.0,617.0
11-12-2020,Punjab,158556.0,146126.0,5007.0
11-12-2020,Rajasthan,287219.0,265689.0,2500.0
11-12-2020,Sikkim,5264.0,4779.0,118.0
11-12-2020,Tamil Nadu,795240.0,772995.0,11853.0
11-12-2020,Telangana,276516.0,267427.0,1485.0
11-12-2020,Tripura,32997.0,32250.0,374.0
11-12-2020,Uttarakhand,80486.0,73412.0,1332.0
11-12-2020,Uttar Pradesh,561161.0,532349.0,8011.0
11-12-2020,West Bengal,513752.0,481385.0,8916.0
11-12-2020,National Total,9796769.0,9290834.0,142186.0
12-12-2020,Andaman and Nicobar Islands,4798.0,4659.0,61.0
12-12-2020,Andhra Pradesh,874515.0,862230.0,7049.0
12-12-2020,Arunachal Pradesh,16497.0,16163.0,55.0
12-12-2020,Assam,214432.0,209939.0,1000.0
12-12-2020,Bihar,241222.0,234383.0,1312.0
12-12-2020,Chandigarh,18502.0,17365.0,299.0
12-12-2020,Chhattisgarh,254129.0,232715.0,3068.0
12-12-2020,Dadra and Nagar Haveli and Daman and Diu,3355.0,3335.0,2.0
12-12-2020,Delhi,603535.0,574925.0,9934.0
12-12-2020,Goa,49235.0,47345.0,703.0
12-12-2020,Gujarat,225304.0,207529.0,4148.0
12-12-2020,Haryana,250394.0,237009.0,2699.0
12-12-2020,Himachal Pradesh,48354.0,39836.0,793.0
12-12-2020,Jammu and Kashmir,115207.0,108572.0,1786.0
12-12-2020,Jharkhand,111177.0,108488.0,995.0
12-12-2020,Karnataka,899011.0,868471.0,11928.0
12-12-2020,Kerala,658683.0,596593.0,2562.0
12-12-2020,Ladakh,9112.0,8192.0,123.0
12-12-2020,Madhya Pradesh,221115.0,204641.0,3382.0
12-12-2020,Maharashtra,1872440.0,1749973.0,48059.0
12-12-2020,Manipur,26859.0,23541.0,320.0
12-12-2020,Meghalaya,12645.0,11927.0,124.0
12-12-2020,Mizoram,4024.0,3820.0,7.0
12-12-2020,Nagaland,11634.0,10934.0,68.0
12-12-2020,Odisha,323029.0,318278.0,1798.0
12-12-2020,Puducherry,37406.0,36420.0,619.0
12-12-2020,Punjab,159099.0,146777.0,5036.0
12-12-2020,Rajasthan,288692.0,268457.0,2514.0
12-12-2020,Sikkim,5291.0,4810.0,118.0
12-12-2020,Tamil Nadu,796475.0,774306.0,11870.0
12-12-2020,Telangana,277151.0,267992.0,1489.0
12-12-2020,Tripura,33015.0,32285.0,375.0
12-12-2020,Uttarakhand,81211.0,73936.0,1341.0
12-12-2020,Uttar Pradesh,562722.0,534224.0,8025.0
12-12-2020,West Bengal,516505.0,484258.0,8966.0
12-12-2020,National Total,9826775.0,9324328.0,142628.0
13-12-2020,Andaman and Nicobar Islands,4805.0,4665.0,61.0
13-12-2020,Andhra Pradesh,875025.0,862895.0,7052.0
13-12-2020,Arunachal Pradesh,16509.0,16185.0,55.0
13-12-2020,Assam,214584.0,210057.0,1000.0
13-12-2020,Bihar,241776.0,234958.0,1317.0
13-12-2020,Chandigarh,18572.0,17457.0,300.0
13-12-2020,Chhattisgarh,255761.0,234037.0,3084.0
13-12-2020,Dadra and Nagar Haveli and Daman and Diu,3356.0,3337.0,2.0
13-12-2020,Delhi,605470.0,578116.0,9981.0
13-12-2020,Goa,49305.0,47489.0,705.0
13-12-2020,Gujarat,226508.0,208867.0,4160.0
13-12-2020,Haryana,251402.0,238374.0,2710.0
13-12-2020,Himachal Pradesh,48951.0,40573.0,803.0
13-12-2020,Jammu and Kashmir,115626.0,109002.0,1793.0
13-12-2020,Jharkhand,111366.0,108761.0,995.0
13-12-2020,Karnataka,900214.0,870002.0,11939.0
13-12-2020,Kerala,664632.0,601861.0,2594.0
13-12-2020,Ladakh,9138.0,8252.0,123.0
13-12-2020,Madhya Pradesh,222397.0,206059.0,3391.0
13-12-2020,Maharashtra,1876699.0,1753922.0,48139.0
13-12-2020,Manipur,27036.0,23657.0,322.0
13-12-2020,Meghalaya,12743.0,11977.0,125.0
13-12-2020,Mizoram,4035.0,3836.0,7.0
13-12-2020,Nagaland,11676.0,10998.0,68.0
13-12-2020,Odisha,323364.0,318683.0,1802.0
13-12-2020,Puducherry,37444.0,36479.0,619.0
13-12-2020,Punjab,159579.0,147431.0,5057.0
13-12-2020,Rajasthan,289999.0,270650.0,2528.0
13-12-2020,Sikkim,5316.0,4834.0,118.0
13-12-2020,Tamil Nadu,797693.0,775602.0,11883.0
13-12-2020,Telangana,277724.0,268601.0,1493.0
13-12-2020,Tripura,33038.0,32310.0,376.0
13-12-2020,Uttarakhand,81939.0,74381.0,1351.0
13-12-2020,Uttar Pradesh,564132.0,535985.0,8056.0
13-12-2020,West Bengal,519215.0,487171.0,9010.0
13-12-2020,National Total,9857029.0,9357464.0,143019.0
14-12-2020,Andaman and Nicobar Islands,4818.0,4673.0,61.0
14-12-2020,Andhra Pradesh,875531.0,863508.0,7057.0
14-12-2020,Arunachal Pradesh,16513.0,16206.0,55.0
14-12-2020,Assam,214657.0,210174.0,1002.0
14-12-2020,Bihar,242224.0,235528.0,1321.0
14-12-2020,Chandigarh,18638.0,17571.0,301.0
14-12-2020,Chhattisgarh,257020.0,234853.0,3097.0
14-12-2020,Dadra and Nagar Haveli and Daman and Diu,3356.0,3337.0,2.0
14-12-2020,Delhi,607454.0,580655.0,10014.0
14-12-2020,Goa,49362.0,47590.0,706.0
14-12-2020,Gujarat,227683.0,210214.0,4171.0
14-12-2020,Haryana,252392.0,239800.0,2717.0
14-12-2020,Himachal Pradesh,49375.0,41313.0,811.0
14-12-2020,Jammu and Kashmir,116008.0,109507.0,1799.0
14-12-2020,Jharkhand,111510.0,108940.0,999.0
14-12-2020,Karnataka,901410.0,872038.0,11944.0
14-12-2020,Kerala,669330.0,607119.0,2623.0
14-12-2020,Ladakh,9155.0,8383.0,123.0
14-12-2020,Madhya Pradesh,223578.0,207337.0,3404.0
14-12-2020,Maharashtra,1880416.0,1757005.0,48209.0
14-12-2020,Manipur,27155.0,23759.0,322.0
14-12-2020,Meghalaya,12866.0,12008.0,128.0
14-12-2020,Mizoram,4040.0,3847.0,7.0
14-12-2020,Nagaland,11709.0,11007.0,68.0
14-12-2020,Odisha,323757.0,319069.0,1807.0
14-12-2020,Puducherry,37492.0,36536.0,619.0
14-12-2020,Punjab,160200.0,148047.0,5077.0
14-12-2020,Rajasthan,291289.0,272118.0,2542.0
14-12-2020,Sikkim,5338.0,4864.0,118.0
14-12-2020,Tamil Nadu,798888.0,776878.0,11895.0
14-12-2020,Telangana,278108.0,269232.0,1496.0
14-12-2020,Tripura,33048.0,32342.0,376.0
14-12-2020,Uttarakhand,82429.0,74781.0,1355.0
14-12-2020,Uttar Pradesh,565556.0,537755.0,8072.0
14-12-2020,West Bengal,521795.0,490165.0,9057.0
14-12-2020,National Total,9884100.0,9388159.0,143355.0
15-12-2020,Andaman and Nicobar Islands,4834.0,4681.0,61.0
15-12-2020,Andhra Pradesh,875836.0,864049.0,7059.0
15-12-2020,Arunachal Pradesh,16536.0,16243.0,55.0
15-12-2020,Assam,214803.0,210299.0,1003.0
15-12-2020,Bihar,242660.0,236247.0,1325.0
15-12-2020,Chandigarh,18714.0,17698.0,302.0
15-12-2020,Chhattisgarh,258635.0,236588.0,3116.0
15-12-2020,Dadra and Nagar Haveli and Daman and Diu,3359.0,3338.0,2.0
15-12-2020,Delhi,608830.0,583509.0,10074.0
15-12-2020,Goa,49474.0,47737.0,707.0
15-12-2020,Gujarat,228803.0,211603.0,4182.0
15-12-2020,Haryana,253385.0,241544.0,2733.0
15-12-2020,Himachal Pradesh,49761.0,41990.0,823.0
15-12-2020,Jammu and Kashmir,116254.0,109894.0,1802.0
15-12-2020,Jharkhand,111722.0,109141.0,1000.0
15-12-2020,Karnataka,902240.0,874202.0,11954.0
15-12-2020,Kerala,672037.0,611600.0,2647.0
15-12-2020,Ladakh,9166.0,8429.0,123.0
15-12-2020,Madhya Pradesh,224636.0,208421.0,3412.0
15-12-2020,Maharashtra,1883365.0,1761615.0,48269.0
15-12-2020,Manipur,27209.0,24739.0,324.0
15-12-2020,Meghalaya,12941.0,12058.0,130.0
15-12-2020,Mizoram,4049.0,3869.0,7.0
15-12-2020,Nagaland,11728.0,11066.0,69.0
15-12-2020,Odisha,324089.0,319458.0,1811.0
15-12-2020,Puducherry,37513.0,36586.0,620.0
15-12-2020,Punjab,160659.0,148680.0,5098.0
15-12-2020,Rajasthan,292539.0,273784.0,2555.0
15-12-2020,Sikkim,5340.0,4919.0,118.0
15-12-2020,Tamil Nadu,800029.0,778081.0,11909.0
15-12-2020,Telangana,278599.0,269828.0,1499.0
15-12-2020,Tripura,33057.0,32367.0,376.0
15-12-2020,Uttarakhand,83006.0,75501.0,1361.0
15-12-2020,Uttar Pradesh,566728.0,539727.0,8083.0
15-12-2020,West Bengal,523629.0,493145.0,9100.0
15-12-2020,National Total,9906165.0,9422636.0,143709.0
16-12-2020,Andaman and Nicobar Islands,4842.0,4688.0,61.0
16-12-2020,Andhra Pradesh,876336.0,864612.0,7064.0
16-12-2020,Arunachal Pradesh,16553.0,16264.0,55.0
16-12-2020,Assam,214945.0,210401.0,1004.0
16-12-2020,Bihar,243281.0,236782.0,1329.0
16-12-2020,Chandigarh,18776.0,17837.0,304.0
16-12-2020,Chhattisgarh,260240.0,239468.0,3135.0
16-12-2020,Dadra and Nagar Haveli and Daman and Diu,3359.0,3338.0,2.0
16-12-2020,Delhi,610447.0,585852.0,10115.0
16-12-2020,Goa,49566.0,47861.0,710.0
16-12-2020,Gujarat,229913.0,212839.0,4193.0
16-12-2020,Haryana,254207.0,243224.0,2751.0
16-12-2020,Himachal Pradesh,50196.0,42568.0,836.0
16-12-2020,Jammu and Kashmir,116600.0,110354.0,1812.0
16-12-2020,Jharkhand,111931.0,109352.0,1001.0
16-12-2020,Karnataka,903425.0,875796.0,11965.0
16-12-2020,Kerala,677255.0,616666.0,2680.0
16-12-2020,Ladakh,9217.0,8469.0,123.0
16-12-2020,Madhya Pradesh,225709.0,209768.0,3425.0
16-12-2020,Maharashtra,1886807.0,1766010.0,48339.0
16-12-2020,Manipur,27292.0,24880.0,327.0
16-12-2020,Meghalaya,13007.0,12186.0,131.0
16-12-2020,Mizoram,4080.0,3894.0,7.0
16-12-2020,Nagaland,11761.0,11097.0,69.0
16-12-2020,Odisha,324389.0,319850.0,1815.0
16-12-2020,Puducherry,37550.0,36633.0,620.0
16-12-2020,Punjab,161053.0,149434.0,5117.0
16-12-2020,Rajasthan,293584.0,275506.0,2568.0
16-12-2020,Sikkim,5365.0,4952.0,119.0
16-12-2020,Tamil Nadu,801161.0,779291.0,11919.0
16-12-2020,Telangana,279135.0,270450.0,1502.0
16-12-2020,Tripura,33081.0,32397.0,378.0
16-12-2020,Uttarakhand,83502.0,76041.0,1372.0
16-12-2020,Uttar Pradesh,568064.0,541579.0,8103.0
16-12-2020,West Bengal,525918.0,496110.0,9145.0
16-12-2020,National Total,9932547.0,9456449.0,144096.0
17-12-2020,Andaman and Nicobar Islands,4850.0,4698.0,61.0
17-12-2020,Andhra Pradesh,876814.0,865327.0,7067.0
17-12-2020,Arunachal Pradesh,16574.0,16278.0,55.0
17-12-2020,Assam,215042.0,210491.0,1007.0
17-12-2020,Bihar,243830.0,237267.0,1332.0
17-12-2020,Chandigarh,18843.0,17912.0,304.0
17-12-2020,Chhattisgarh,261901.0,241288.0,3145.0
17-12-2020,Dadra and Nagar Haveli and Daman and Diu,3360.0,3342.0,2.0
17-12-2020,Delhi,611994.0,588586.0,10147.0
17-12-2020,Goa,49657.0,47965.0,713.0
17-12-2020,Gujarat,231073.0,214223.0,4203.0
17-12-2020,Haryana,255014.0,244676.0,2765.0
17-12-2020,Himachal Pradesh,50680.0,43614.0,848.0
17-12-2020,Jammu and Kashmir,116932.0,110769.0,1817.0
17-12-2020,Jharkhand,112121.0,109532.0,1004.0
17-12-2020,Karnataka,904665.0,877199.0,11971.0
17-12-2020,Kerala,683440.0,622394.0,2707.0
17-12-2020,Ladakh,9238.0,8579.0,123.0
17-12-2020,Madhya Pradesh,226788.0,211025.0,3433.0
17-12-2020,Maharashtra,1886807.0,1769897.0,48434.0
17-12-2020,Manipur,27373.0,25107.0,329.0
17-12-2020,Meghalaya,13072.0,12252.0,133.0
17-12-2020,Mizoram,4085.0,3907.0,7.0
17-12-2020,Nagaland,11787.0,11120.0,70.0
17-12-2020,Odisha,324796.0,320208.0,1820.0
17-12-2020,Puducherry,37582.0,36661.0,622.0
17-12-2020,Punjab,161383.0,150007.0,5135.0
17-12-2020,Rajasthan,294831.0,277743.0,2578.0
17-12-2020,Sikkim,5398.0,4971.0,121.0
17-12-2020,Tamil Nadu,802342.0,780531.0,11931.0
17-12-2020,Telangana,279644.0,270967.0,1505.0
17-12-2020,Tripura,33098.0,32429.0,378.0
17-12-2020,Uttarakhand,84069.0,76554.0,1375.0
17-12-2020,Uttar Pradesh,569263.0,543344.0,8118.0
17-12-2020,West Bengal,528211.0,498877.0,9191.0
17-12-2020,National Total,9956557.0,9489740.0,144451.0
18-12-2020,Andaman and Nicobar Islands,4860.0,4707.0,61.0
18-12-2020,Andhra Pradesh,877348.0,865825.0,7069.0
18-12-2020,Arunachal Pradesh,16603.0,16290.0,55.0
18-12-2020,Assam,215148.0,210615.0,1010.0
18-12-2020,Bihar,244386.0,237770.0,1337.0
18-12-2020,Chandigarh,18905.0,18017.0,304.0
18-12-2020,Chhattisgarh,263485.0,242922.0,3156.0
18-12-2020,Dadra and Nagar Haveli and Daman and Diu,3361.0,3344.0,2.0
18-12-2020,Delhi,613357.0,590977.0,10182.0
18-12-2020,Goa,49745.0,48054.0,716.0
18-12-2020,Gujarat,232188.0,215528.0,4211.0
18-12-2020,Haryana,255728.0,245933.0,2782.0
18-12-2020,Himachal Pradesh,51143.0,44146.0,858.0
18-12-2020,Jammu and Kashmir,117317.0,111164.0,1826.0
18-12-2020,Jharkhand,112332.0,109696.0,1007.0
18-12-2020,Karnataka,905901.0,878696.0,11981.0
18-12-2020,Kerala,688409.0,627364.0,2734.0
18-12-2020,Ladakh,9243.0,8623.0,123.0
18-12-2020,Madhya Pradesh,227949.0,212351.0,3442.0
18-12-2020,Maharashtra,1886807.0,1774255.0,48499.0
18-12-2020,Manipur,27454.0,25250.0,332.0
18-12-2020,Meghalaya,13141.0,12322.0,133.0
18-12-2020,Mizoram,4094.0,3923.0,7.0
18-12-2020,Nagaland,11820.0,11200.0,73.0
18-12-2020,Odisha,325147.0,320584.0,1825.0
18-12-2020,Puducherry,37622.0,36693.0,622.0
18-12-2020,Punjab,161831.0,150636.0,5150.0
18-12-2020,Rajasthan,295953.0,279717.0,2589.0
18-12-2020,Sikkim,5406.0,4990.0,122.0
18-12-2020,Tamil Nadu,803516.0,781745.0,11942.0
18-12-2020,Telangana,280195.0,271649.0,1506.0
18-12-2020,Tripura,33119.0,32471.0,378.0
18-12-2020,Uttarakhand,84689.0,77243.0,1384.0
18-12-2020,Uttar Pradesh,570789.0,544503.0,8136.0
18-12-2020,West Bengal,530456.0,501624.0,9235.0
18-12-2020,National Total,9979447.0,9520827.0,144789.0
19-12-2020,Andaman and Nicobar Islands,4869.0,4712.0,61.0
19-12-2020,Andhra Pradesh,877806.0,866359.0,7070.0
19-12-2020,Arunachal Pradesh,16611.0,16322.0,55.0
19-12-2020,Assam,215250.0,210700.0,1011.0
19-12-2020,Bihar,245027.0,238316.0,1341.0
19-12-2020,Chandigarh,18979.0,18139.0,305.0
19-12-2020,Chhattisgarh,264898.0,244247.0,3163.0
19-12-2020,Dadra and Nagar Haveli and Daman and Diu,3362.0,3350.0,2.0
19-12-2020,Delhi,614775.0,593137.0,10219.0
19-12-2020,Goa,49849.0,48170.0,718.0
19-12-2020,Gujarat,233263.0,216683.0,4220.0
19-12-2020,Haryana,256477.0,247097.0,2803.0
19-12-2020,Himachal Pradesh,51625.0,44784.0,867.0
19-12-2020,Jammu and Kashmir,117705.0,111628.0,1833.0
19-12-2020,Jharkhand,112606.0,109891.0,1008.0
19-12-2020,Karnataka,907123.0,879735.0,11989.0
19-12-2020,Kerala,693865.0,632065.0,2757.0
19-12-2020,Ladakh,9252.0,8655.0,124.0
19-12-2020,Madhya Pradesh,229130.0,213801.0,3453.0
19-12-2020,Maharashtra,1888767.0,1778722.0,48574.0
19-12-2020,Manipur,27540.0,25371.0,334.0
19-12-2020,Meghalaya,13189.0,12470.0,133.0
19-12-2020,Mizoram,4110.0,3943.0,7.0
19-12-2020,Nagaland,11832.0,11205.0,73.0
19-12-2020,Odisha,325505.0,320947.0,1829.0
19-12-2020,Puducherry,37670.0,36731.0,623.0
19-12-2020,Punjab,162270.0,151119.0,5170.0
19-12-2020,Rajasthan,297029.0,281372.0,2599.0
19-12-2020,Sikkim,5439.0,5012.0,123.0
19-12-2020,Tamil Nadu,804650.0,782915.0,11954.0
19-12-2020,Telangana,280822.0,272370.0,1510.0
19-12-2020,Tripura,33144.0,32501.0,378.0
19-12-2020,Uttarakhand,85269.0,77803.0,1399.0
19-12-2020,Uttar Pradesh,572196.0,546087.0,8154.0
19-12-2020,West Bengal,532695.0,504353.0,9277.0
19-12-2020,National Total,10004599.0,9550712.0,145136.0
20-12-2020,Andaman and Nicobar Islands,4875.0,4719.0,61.0
20-12-2020,Andhra Pradesh,878285.0,866856.0,7074.0
20-12-2020,Arunachal Pradesh,16629.0,16333.0,55.0
20-12-2020,Assam,215346.0,210808.0,1012.0
20-12-2020,Bihar,245661.0,239109.0,1347.0
20-12-2020,Chandigarh,19044.0,18244.0,306.0
20-12-2020,Chhattisgarh,266266.0,246054.0,3172.0
20-12-2020,Dadra and Nagar Haveli and Daman and Diu,3363.0,3352.0,2.0
20-12-2020,Delhi,615914.0,595305.0,10251.0
20-12-2020,Goa,49976.0,48280.0,718.0
20-12-2020,Gujarat,234289.0,217935.0,4227.0
20-12-2020,Haryana,257067.0,248172.0,2816.0
20-12-2020,Himachal Pradesh,52010.0,45174.0,870.0
20-12-2020,Jammu and Kashmir,118006.0,112093.0,1837.0
20-12-2020,Jharkhand,112853.0,110125.0,1010.0
